transaction_id,transaction_date,customer_id,loan_id,age,gender,city,state,employment_type,monthly_income,customer_segment,credit_score,bureau_accounts,active_accounts,overdue_accounts,total_bureau_loan_amount,credit_utilization,loan_type,loan_amount,tenure_months,interest_rate,loan_status,disbursement_date,emi_amount,days_past_due,emi_paid,emi_missed,late_payment_count,principal_outstanding,interest_paid,penalty_amount,recovery_amount,profit_amount,transaction_type,transaction_amount,payment_channel,merchant_category,transaction_status
T301964,2025-07-15,C100214,L201312,55.0,Female,Nagpur,Maharashtra,Business Owner,75700.0,SME,,5,3,0,765200.0,0.197,Education,144184.95,24.0,12.56,Active,2025-11-16,6825.05,8.0,7.0,0.0,0.0,113130.95,30695.68,0.0,747.68,22769.17,Credit,5431.22,UPI,Travel,Successful
T302070,2025-07-16,C100140,L200327,38.0,Female,Howrah,West Bengal,Salaried,40900.0,Mass,739.0,5,5,0,208300.0,0.491,Business,252173.38,24.0,14.8,Active,2025-10-23,12203.09,1.0,8.0,0.0,0.0,188717.29,62723.9,0.0,912.12,45872.25,Debit,7493.89,Card,Healthcare,Successful
T300974,2025-07-16,C100286,L201796,50.0,Female,Nagpur,Maharashtra,Salaried,82400.0,Affluent,738.0,5,5,1,656000.0,0.364,Business,447154.61,36.0,14.92,Active,2025-07-09,15483.25,7.0,11.0,0.0,0.0,336449.38,109427.86,0.0,760.07,78470.34,Debit,958.54,UPI,Utilities,Successful
T301361,2025-07-16,C100189,L200193,44.0,Female,Chennai,Tamil Nadu,Business Owner,70800.0,Mass,653.0,6,2,1,500800.0,0.452,Education,92965.64,60.0,11.54,Active,2026-01-29,2046.42,8.0,5.0,0.0,0.0,86314.76,6574.14,0.0,211.85,2900.26,Debit,411.48,Net Banking,Groceries,Successful
T301039,2025-07-16,C100169,L201093,44.0,Female,Coimbatore,Tamil Nadu,Salaried,108300.0,Mass Affluent,678.0,6,4,1,438800.0,0.18,Consumer Durable,203830.05,18.0,18.74,Active,2025-09-03,13077.55,8.0,10.0,0.0,0.0,118825.97,84023.26,0.0,954.25,73031.26,Debit,13356.54,UPI,Restaurants,Successful
T300962,2025-07-16,C100366,L200154,39.0,Male,Mangaluru,Karnataka,Salaried,56700.0,Affluent,701.0,7,1,1,293300.0,0.137,Personal,107152.74,36.0,14.35,Delinquent,2026-01-11,3680.47,24.0,4.0,1.0,2.0,97583.52,9458.8,741.82,618.79,3116.45,Credit,8910.41,Net Banking,Healthcare,Successful
T301347,2025-07-16,C100366,L200154,39.0,Male,Mangaluru,Karnataka,Salaried,56700.0,Affluent,701.0,7,1,1,293300.0,0.137,Personal,107152.74,36.0,14.35,Delinquent,2026-01-11,3680.47,24.0,4.0,1.0,2.0,97583.52,9458.8,741.82,618.79,3116.45,Debit,7562.25,UPI,Utilities,Successful
T300288,2025-07-16,C100475,L202028,38.0,Male,Nizamabad,Telangana,Salaried,63200.0,Mass,654.0,4,2,0,467900.0,0.111,Home,651590.78,240.0,10.21,Delinquent,2026-04-23,6378.92,5.0,2.0,0.0,0.0,643298.19,8196.91,0.0,375.0,-39364.94,Credit,978.85,Card,Groceries,Successful
T301508,2025-07-16,C100447,L201345,44.0,Female,Hyderabad,Telangana,Retired,,Mass Affluent,700.0,4,4,0,210000.0,0.164,Business,355307.11,60.0,16.29,Active,2025-08-29,8695.22,2.0,10.0,0.0,1.0,298788.17,55866.8,0.0,54.62,30536.61,Credit,4012.2,UPI,Education,Successful
T300700,2025-07-17,C100335,L201167,23.0,Male,Nagpur,Maharashtra,Salaried,96300.0,SME,698.0,2,2,0,559700.0,0.243,Personal,143141.42,12.0,13.99,Closed,2026-01-02,12851.58,0.0,5.0,0.0,2.0,101373.78,41285.71,0.0,732.35,30879.44,Debit,1679.66,UPI,Restaurants,Successful
T301026,2025-07-17,C100051,L201668,34.0,Female,Chennai,Tamil Nadu,Salaried,50200.0,Mass,717.0,5,4,0,428100.0,0.463,Home,707460.36,180.0,9.25,Active,2026-06-20,7281.13,1.0,1.0,0.0,1.0,702727.63,4678.12,0.0,534.95,-51495.41,Debit,2701.52,UPI,Restaurants,Successful
T300956,2025-07-17,C100747,L200407,51.0,Female,Nagpur,Maharashtra,Salaried,35100.0,Mass,731.0,5,2,0,450300.0,0.327,Home,456815.9,180.0,7.86,Active,2025-09-24,4328.73,20.0,8.0,1.0,1.0,434306.5,22249.67,221.89,183.06,-15151.67,Credit,641.85,Net Banking,Healthcare,Successful
T300785,2025-07-17,C100354,L200960,50.0,Male,Warangal,Telangana,Self-employed,,Mass,667.0,2,2,1,202600.0,0.178,Consumer Durable,43711.96,12.0,20.31,Closed,2026-05-12,4055.72,9.0,1.0,0.0,0.0,41075.74,2605.8,0.0,441.78,-65.11,Debit,1853.57,IMPS,Utilities,Successful
T301515,2025-07-17,C100325,L200124,36.0,Female,Madurai,Tamil Nadu,Contract,26600.0,Mass Affluent,718.0,4,2,0,356900.0,0.499,Business,259885.08,60.0,15.69,Delinquent,2026-02-16,6277.17,5.0,4.0,0.0,0.0,243564.43,16132.34,0.0,486.7,-2004.07,Debit,1661.18,UPI,Healthcare,Successful
T302020,2025-07-17,C100057,L201139,41.0,Male,Mangaluru,Karnataka,Salaried,80700.0,Affluent,693.0,6,4,0,630400.0,0.209,Personal,130634.1,24.0,16.56,Active,2025-08-20,6431.26,6.0,10.0,0.0,0.0,88830.9,41320.85,0.0,831.55,38085.86,Debit,674.72,IMPS,Utilities,Successful
T301798,2025-07-17,C100581,L201601,31.0,Female,Mumbai,Maharashtra,Self-employed,57500.0,Mass Affluent,754.0,5,4,0,581100.0,0.603,Auto,366982.64,48.0,9.63,Active,2025-12-22,9242.55,15.0,5.0,1.0,1.0,336944.34,29691.71,571.09,2.25,2504.53,Debit,1994.25,Card,Groceries,Successful
T301288,2025-07-17,C100363,L200441,37.0,Female,Coimbatore,Tamil Nadu,Salaried,49100.0,Affluent,705.0,3,1,1,180500.0,0.105,Consumer Durable,35848.61,9.0,17.7,Closed,2026-04-13,4282.67,2.0,2.0,0.0,0.0,30281.14,5503.23,0.0,959.33,4133.41,Credit,1366.39,UPI,Utilities,Successful
T301659,2025-07-17,C100100,L200375,46.0,Other,Surat,Gujarat,Retired,45700.0,Mass Affluent,702.0,6,4,1,177300.0,0.516,Personal,67838.76,24.0,16.18,Active,2026-05-03,3327.43,9.0,1.0,0.0,0.0,65675.93,2137.88,0.0,51.14,-6783.67,Credit,2984.58,IMPS,Healthcare,Failed
T301748,2025-07-18,C100307,L200680,41.0,Female,Vadodara,Gujarat,Salaried,72300.0,Mass,617.0,3,3,1,1001900.0,0.286,Personal,149225.98,18.0,16.85,Closed,2026-04-30,9439.87,6.0,2.0,0.0,1.0,136954.14,12130.24,0.0,55.82,3164.81,Debit,2548.46,NEFT,Groceries,Successful
T301363,2025-07-18,C100705,L200378,33.0,Female,Siliguri,West Bengal,Salaried,67700.0,Affluent,716.0,6,2,0,557000.0,0.375,Home,1530513.06,300.0,7.97,Active,2025-12-25,11782.35,3.0,6.0,0.0,0.0,1484561.9,45420.95,0.0,409.27,-73237.02,Debit,801.77,UPI,Shopping,Successful
T301492,2025-07-18,C100563,L200718,38.0,Female,Hyderabad,Telangana,Contract,44900.0,Mass Affluent,767.0,4,2,1,212500.0,0.132,Personal,35628.17,18.0,14.71,Active,2026-01-10,2217.8,7.0,5.0,0.0,1.0,28420.33,7124.67,0.0,842.1,6132.58,Credit,1761.7,IMPS,Groceries,Successful
T300622,2025-07-18,C100337,L202088,21.0,Female,Nagpur,Maharashtra,Salaried,90400.0,Mass Affluent,681.0,3,3,0,1060300.0,0.265,Personal,119148.58,12.0,13.57,Active,2025-08-30,10673.92,4.0,10.0,0.0,0.0,49768.13,68579.91,0.0,177.41,64519.73,Credit,364.29,Card,Healthcare,Failed
T301589,2025-07-18,C100792,L201363,68.0,Male,Vadodara,Gujarat,Salaried,56700.0,Mass,688.0,1,1,1,781900.0,0.162,Business,253042.42,48.0,16.52,Closed,2025-11-08,7238.86,8.0,7.0,0.0,0.0,220105.6,32556.78,0.0,215.7,13945.95,Debit,2353.01,IMPS,Travel,Reversed
T301853,2025-07-18,C100217,L201265,40.0,Male,Warangal,Telangana,Salaried,65900.0,Mass Affluent,647.0,5,4,0,416000.0,0.507,Consumer Durable,46491.02,12.0,18.54,Active,2026-05-13,4274.25,0.0,1.0,0.0,0.0,43712.76,2746.21,0.0,610.96,2314.49,Credit,3445.27,Net Banking,Utilities,Successful
T302004,2025-07-18,C100518,L200354,53.0,Male,Bengaluru,Karnataka,Business Owner,70100.0,Mass,686.0,5,2,0,893700.0,0.126,Auto,476330.81,72.0,11.5,Delinquent,2025-12-02,9188.97,74.0,4.0,3.0,3.0,452439.48,23615.66,1087.57,844.6,-13365.76,Credit,653.15,IMPS,Travel,Successful
T300221,2025-07-19,C100132,L202113,29.0,Male,Vadodara,Gujarat,Contract,67800.0,Mass,755.0,6,3,0,404500.0,0.253,Home,631934.14,120.0,8.92,Closed,2025-12-24,7977.74,2.0,6.0,0.0,0.0,600820.95,30754.19,0.0,789.29,-20452.29,Credit,1778.94,NEFT,Utilities,Successful
T301265,2025-07-19,C100549,L200068,29.0,Female,Howrah,West Bengal,Business Owner,71300.0,Mass,723.0,5,2,0,638300.0,0.195,Business,348044.68,48.0,16.95,Closed,2025-11-02,10033.84,11.0,7.0,1.0,1.0,302390.69,45127.21,506.26,116.75,14481.56,Credit,6413.39,NEFT,Utilities,Successful
T301887,2025-07-19,C100771,L200841,41.0,Female,New Delhi,Delhi,Salaried,75200.0,Mass,565.0,5,3,1,310300.0,0.692,Education,179069.45,36.0,13.96,Closed,2026-01-31,6116.69,51.0,3.0,2.0,2.0,167141.9,11789.92,643.79,58.14,-1764.24,Debit,1217.93,Net Banking,Travel,Successful
T300097,2025-07-19,C100653,L202073,58.0,Male,Mumbai,Maharashtra,Self-employed,72400.0,Affluent,698.0,5,2,1,669400.0,0.148,Consumer Durable,67956.29,18.0,18.69,Active,2025-09-08,4358.39,29.0,8.0,1.0,1.0,45292.67,22402.12,231.32,381.04,15786.38,Debit,1144.83,NEFT,Utilities,Successful
T301815,2025-07-19,C100038,L201283,45.0,Female,Howrah,West Bengal,Salaried,46900.0,SME,722.0,5,4,1,236300.0,0.346,Business,403314.94,24.0,15.93,Closed,2026-06-24,19734.07,8.0,1.0,0.0,1.0,390487.8,12679.14,0.0,224.32,-17293.73,Debit,743.74,Card,Travel,Successful
T301243,2025-07-19,C100183,L201894,40.0,Female,Kolkata,West Bengal,Self-employed,34200.0,Affluent,716.0,7,3,0,106100.0,0.429,Auto,86195.73,60.0,11.07,Closed,2025-10-11,1877.11,6.0,8.0,0.0,0.0,76434.73,9648.37,0.0,300.72,6482.12,Debit,4328.24,Net Banking,Shopping,Successful
T301742,2025-07-19,C100364,L201294,27.0,Female,Vadodara,Gujarat,Salaried,105500.0,Mass,733.0,4,1,1,876000.0,0.314,Education,486955.56,24.0,10.84,Delinquent,2025-09-18,22659.79,38.0,5.0,4.0,4.0,413311.24,72794.58,2017.92,795.54,36746.67,Debit,2582.99,UPI,Restaurants,Successful
T300193,2025-07-20,C100016,L200586,53.0,Female,Bengaluru,Karnataka,Salaried,75800.0,Affluent,662.0,3,2,1,799800.0,0.199,Personal,81672.23,18.0,15.71,Delinquent,2026-05-05,5122.44,7.0,1.0,0.0,0.0,78342.65,3291.17,0.0,931.97,-3315.21,Credit,8037.6,UPI,Education,Successful
T301750,2025-07-20,C100775,L200812,40.0,Other,Mumbai,Maharashtra,Salaried,65400.0,Mass,718.0,5,3,0,624800.0,0.179,Consumer Durable,70772.86,18.0,18.58,Active,2026-03-17,4535.31,9.0,3.0,0.0,1.0,61929.01,8741.81,0.0,670.66,7265.11,Debit,2921.23,UPI,Restaurants,Successful
T301516,2025-07-20,C100219,L202034,21.0,Female,Pune,Maharashtra,Contract,55000.0,Mass,705.0,4,4,0,376500.0,0.132,Auto,269007.4,60.0,10.2,Active,2026-01-06,5742.12,24.0,4.0,1.0,3.0,254077.89,14757.25,447.65,23.96,-4945.44,Debit,2182.23,UPI,Education,Successful
T302053,2025-07-20,C100121,L201481,33.0,Female,Nagpur,Maharashtra,Self-employed,130100.0,Mass,713.0,3,2,0,1546400.0,0.423,Business,600153.52,60.0,17.59,Active,2025-10-27,15106.41,6.0,8.0,0.0,0.0,521600.17,77646.97,0.0,840.31,35244.22,Debit,1303.02,Net Banking,Utilities,Successful
T301045,2025-07-20,C100346,L202022,48.0,Female,Warangal,Telangana,Business Owner,112900.0,Mass,738.0,2,2,0,689600.0,0.196,Business,327401.4,60.0,14.49,Active,2026-04-18,7701.48,8.0,2.0,0.0,0.0,317389.47,9896.41,0.0,325.2,-20385.83,Debit,3248.31,Card,Utilities,Successful
T300107,2025-07-20,C100307,L200680,41.0,Female,Vadodara,Gujarat,Salaried,72300.0,Mass,617.0,3,3,1,1001900.0,0.286,Personal,149225.98,18.0,16.85,Closed,2026-04-30,9439.87,6.0,2.0,0.0,1.0,136954.14,12130.24,0.0,55.82,3164.81,Credit,3153.95,Card,Shopping,Successful
T301605,2025-07-20,C100046,L200710,26.0,Male,Ahmedabad,Gujarat,Business Owner,185200.0,Affluent,705.0,7,1,2,2493600.0,0.238,Consumer Durable,206969.86,12.0,17.2,Active,2025-09-07,18896.28,20.0,8.0,1.0,1.0,108709.18,97126.9,520.28,409.56,83567.53,Debit,2402.88,NEFT,Travel,Successful
T300189,2025-07-20,C100611,L201422,25.0,Female,Bengaluru,Karnataka,Self-employed,65500.0,Affluent,744.0,3,2,0,868900.0,0.095,Education,223695.24,60.0,10.97,Delinquent,2026-03-24,4860.33,9.0,3.0,0.0,0.0,214217.6,9368.29,0.0,223.99,-3447.88,Credit,326.08,IMPS,Travel,Successful
T300416,2025-07-20,C100561,L201791,33.0,Male,Mysuru,Karnataka,Salaried,80300.0,Mass Affluent,698.0,5,3,1,820700.0,0.193,Home,1053818.34,180.0,7.4,Closed,2025-10-18,9709.24,6.0,8.0,0.0,0.0,1003330.3,49905.48,0.0,286.2,-27874.31,Debit,3876.56,UPI,Healthcare,Successful
T302187,2025-07-20,C100300,,62.0,Male,New Delhi,Delhi,Self-employed,78700.0,Mass,777.0,5,5,0,456400.0,0.272,,,,,,,,,,,,,,,,,Debit,1696.83,IMPS,Shopping,Successful
T300605,2025-07-21,C100298,,33.0,Female,Rohini,Delhi,Business Owner,178600.0,Affluent,762.0,5,3,0,2275900.0,0.14,,,,,,,,,,,,,,,,,Debit,1068.07,IMPS,Groceries,Successful
T301360,2025-07-21,C100588,L200099,52.0,Male,Mumbai,Maharashtra,Salaried,130200.0,Mass,733.0,6,3,2,1316800.0,0.073,Home,2420089.31,180.0,7.0,Active,2025-08-01,21752.45,3.0,11.0,0.0,0.0,2264559.31,153735.42,0.0,170.23,-21767.77,Debit,964.37,Card,Healthcare,Successful
T300769,2025-07-21,C100761,L200859,40.0,Female,Siliguri,West Bengal,Business Owner,211400.0,SME,764.0,3,2,1,2238600.0,0.227,Home,3550357.11,300.0,7.07,Closed,2025-10-30,25251.95,9.0,8.0,0.0,0.0,3419046.98,129795.02,0.0,920.66,-140639.18,Debit,4471.34,Card,Healthcare,Failed
T300024,2025-07-21,C100281,L201062,39.0,Male,Surat,Gujarat,Salaried,31600.0,Mass,758.0,6,2,1,408900.0,0.221,Business,208416.01,36.0,14.91,Default,2025-08-23,7215.63,81.0,6.0,4.0,4.0,233425.93,57049.22,1782.12,159016.29,57224.32,Credit,863.0,Net Banking,Education,Reversed
T301457,2025-07-22,C100778,L201349,42.0,Male,Siliguri,West Bengal,Salaried,34300.0,Affluent,642.0,4,3,0,424000.0,0.178,Auto,183683.46,48.0,12.28,Closed,2026-06-19,4862.38,2.0,1.0,0.0,0.0,180522.91,3124.08,0.0,909.64,-13533.49,Debit,1207.99,UPI,Travel,Successful
T300748,2025-07-22,C100141,L200275,46.0,Male,Rohini,Delhi,Self-employed,72600.0,Mass,824.0,5,4,0,779300.0,0.606,Business,642946.79,24.0,13.22,Active,2025-11-23,30633.34,9.0,7.0,0.0,1.0,503565.08,137773.46,0.0,659.7,97901.37,Debit,1004.28,UPI,Shopping,Successful
T300248,2025-07-22,C100225,L201815,37.0,Male,Nizamabad,Telangana,Salaried,64800.0,Mass Affluent,651.0,4,4,0,444900.0,0.283,Education,186307.48,48.0,10.94,Active,2025-07-09,4809.79,21.0,10.0,1.0,1.0,155043.86,30902.88,583.95,692.68,20860.25,Debit,684.16,UPI,Healthcare,Successful
T301064,2025-07-22,C100586,L200302,21.0,Female,Dwarka,Delhi,Self-employed,65400.0,Mass,731.0,4,2,0,270200.0,0.133,Personal,122766.89,18.0,14.57,Active,2025-11-26,7633.96,0.0,7.0,0.0,0.0,88032.35,34333.76,0.0,89.4,25420.96,Debit,1238.52,UPI,Restaurants,Failed
T301394,2025-07-23,C100037,L200962,22.0,Male,Madurai,Tamil Nadu,Salaried,41800.0,Affluent,648.0,4,4,0,242400.0,0.193,Personal,126751.07,24.0,17.25,Closed,2026-04-04,6282.1,2.0,2.0,0.0,0.0,118584.34,8072.49,0.0,267.32,-3100.53,Debit,1042.81,Card,Utilities,Successful
T302161,2025-07-23,C100036,L201204,32.0,Male,New Delhi,Delhi,Salaried,35100.0,Mass Affluent,669.0,8,3,0,322400.0,0.215,Home,314900.73,300.0,8.39,Active,2026-06-30,2512.37,9.0,1.0,0.0,0.0,313267.69,1614.19,0.0,8.59,-26255.87,Debit,3035.5,NEFT,Education,Successful
T300186,2025-07-23,C100500,L200576,48.0,Male,Surat,Gujarat,Self-employed,81900.0,Mass,707.0,8,2,1,324600.0,0.226,Auto,559881.65,36.0,10.13,Default,2026-03-07,18100.0,28.0,2.0,1.0,2.0,627067.45,73152.18,687.43,260500.24,51188.91,Debit,3087.96,UPI,Restaurants,Successful
T301059,2025-07-23,C100193,L200376,35.0,Female,Vadodara,Gujarat,Salaried,138900.0,Affluent,741.0,8,3,0,1780800.0,0.22,Education,392172.36,24.0,10.31,Active,2025-09-22,18152.93,6.0,9.0,0.0,0.0,285977.73,104969.31,0.0,836.72,80743.67,Debit,1672.88,UPI,Healthcare,Successful
T301562,2025-07-23,C100109,L200008,21.0,Female,Pune,Maharashtra,Salaried,43800.0,Mass,738.0,5,4,1,537000.0,0.243,Personal,92104.5,36.0,14.28,Closed,2025-09-19,3160.45,6.0,9.0,0.0,0.0,73615.85,18275.32,0.0,494.45,17454.01,Credit,1306.41,UPI,Healthcare,Successful
T300611,2025-07-23,C100328,L200515,43.0,Female,Pune,Maharashtra,Self-employed,72400.0,Mass Affluent,694.0,3,3,1,617600.0,0.199,Auto,422729.38,72.0,11.37,Closed,2025-08-23,8126.6,4.0,10.0,0.0,0.0,369906.46,52213.43,0.0,363.75,23890.74,Debit,2839.09,IMPS,Shopping,Successful
T301068,2025-07-24,C100182,L201594,43.0,Male,Surat,Gujarat,Contract,47300.0,Affluent,660.0,7,2,0,308300.0,0.205,Personal,211670.03,18.0,17.72,Written Off,2025-10-07,13477.54,12.0,7.0,1.0,2.0,236898.87,108218.61,676.58,153294.26,-12732.76,Credit,4200.78,UPI,Restaurants,Successful
T301668,2025-07-24,C100003,L200246,38.0,Male,Ahmedabad,Gujarat,Contract,57900.0,Affluent,701.0,3,1,0,263400.0,0.139,Education,524047.6179985117,24.0,9.91,Closed,2025-11-29,8282.29,4.0,7.0,0.0,1.0,141961.58,37249.6,0.0,963.45,23660.36,Debit,685.62,UPI,Education,Successful
T300139,2025-07-24,C100296,L200118,36.0,Male,Rohini,Delhi,Contract,41400.0,Mass,700.0,5,5,0,485500.0,0.222,Personal,68913.17,36.0,15.86,Active,2026-03-15,2418.02,5.0,3.0,0.0,0.0,64198.03,4660.74,0.0,751.42,-1595.36,Debit,6165.44,UPI,Shopping,Successful
T300683,2025-07-24,C100732,L201354,27.0,Male,Nagpur,Maharashtra,Salaried,122400.0,Mass,730.0,2,2,0,848400.0,0.615,Business,641498.54,48.0,17.23,Closed,2025-07-03,18586.89,6.0,12.0,0.0,0.0,496520.8,143304.92,0.0,927.13,104352.07,Credit,4164.0,IMPS,Restaurants,Successful
T300072,2025-07-24,C100538,L200920,39.0,Female,Rohini,Delhi,Salaried,78800.0,Mass Affluent,655.0,10,2,0,917300.0,0.223,Business,741651.89,24.0,18.23,Closed,2026-03-13,37108.78,1.0,3.0,0.0,0.0,669289.77,71527.17,0.0,252.39,14555.07,Debit,3171.3,IMPS,Utilities,Successful
T301157,2025-07-24,C100739,L201948,40.0,Male,Surat,Gujarat,Salaried,57800.0,Affluent,694.0,3,3,0,449700.0,0.108,Personal,146807.17,36.0,14.51,Closed,2026-03-19,5053.96,8.0,3.0,0.0,0.0,136951.94,9741.51,0.0,829.82,-2653.04,Credit,6210.99,Net Banking,Groceries,Successful
T301105,2025-07-24,C100797,L201646,46.0,Male,Pune,Maharashtra,Salaried,117100.0,Mass,756.0,5,1,0,961500.0,0.496,Personal,208238.6,12.0,16.15,Active,2025-09-01,18908.45,0.0,10.0,0.0,1.0,85333.67,121486.8,0.0,119.26,112872.25,Debit,8864.03,UPI,Utilities,Successful
T301046,2025-07-24,C100135,L201684,37.0,Male,Nagpur,Maharashtra,Self-employed,57300.0,Affluent,758.0,1,1,1,440300.0,0.442,Personal,108315.08,18.0,14.1,Active,2026-03-24,6711.42,3.0,3.0,0.0,1.0,95227.8,12936.27,0.0,148.5,3178.59,Debit,469.42,Card,Shopping,Successful
T301473,2025-07-25,C100681,L200637,37.0,Male,Kolkata,West Bengal,Salaried,42100.0,Mass Affluent,609.0,6,2,1,312900.0,0.715,Business,237074.4,24.0,17.04,Default,2025-07-12,11726.05,165.0,3.0,8.0,8.0,265523.33,50825.07,2939.35,74125.54,37384.46,Debit,11906.64,Card,Restaurants,Reversed
T300768,2025-07-25,C100130,L201584,35.0,Female,Howrah,West Bengal,Self-employed,66800.0,Affluent,681.0,8,3,0,450400.0,0.28,Personal,100465.74,36.0,16.12,Active,2025-11-13,3538.03,6.0,7.0,0.0,1.0,84367.69,15912.3,0.0,686.44,5314.16,Debit,2403.95,UPI,Healthcare,Successful
T302038,2025-07-25,C100498,L202053,32.0,Male,Coimbatore,Tamil Nadu,Self-employed,67000.0,Mass,710.0,4,4,1,662800.0,0.148,Business,750140.03,24.0,15.75,Closed,2025-10-15,36639.65,5.0,8.0,0.0,0.0,559613.87,188327.78,0.0,988.57,142515.85,Credit,6488.42,UPI,Groceries,Successful
T302141,2025-07-25,C100715,L200042,35.0,Female,Ahmedabad,Gujarat,Business Owner,53100.0,Affluent,835.0,4,2,2,192600.0,0.27,Personal,117148.03,18.0,11.22,Active,2025-10-23,7101.55,0.0,8.0,0.0,0.0,80219.95,36501.98,0.0,984.43,30314.17,Debit,1094.44,Card,Education,Successful
T301339,2025-07-25,C100130,L201584,35.0,Female,Howrah,West Bengal,Self-employed,66800.0,Affluent,681.0,8,3,0,450400.0,0.28,Personal,100465.74,36.0,16.12,Active,2025-11-13,3538.03,6.0,7.0,0.0,1.0,84367.69,15912.3,0.0,686.44,5314.16,Debit,5846.91,UPI,Healthcare,Successful
T301225,2025-07-25,C100523,L200183,27.0,Male,Surat,Gujarat,Salaried,83900.0,Mass,808.0,3,3,2,826100.0,0.459,Home,1278854.85,240.0,7.0,Active,2025-12-22,9914.95,6.0,6.0,0.0,0.0,1240186.55,38222.12,0.0,619.31,-61451.26,Credit,389.33,UPI,Shopping,Successful
T300380,2025-07-25,C100508,L201149,39.0,Male,Surat,Gujarat,Contract,113700.0,Mass Affluent,704.0,6,1,1,958600.0,0.603,Personal,244438.64,12.0,15.37,Closed,2025-12-29,22105.32,1.0,6.0,0.0,0.0,158227.9,85216.0,0.0,252.46,75786.59,Debit,9169.16,UPI,Utilities,Failed
T300061,2025-07-25,C100131,L200191,56.0,Male,Hyderabad,Telangana,Salaried,142500.0,Mass,777.0,6,5,0,874300.0,0.311,Personal,395324.91,24.0,12.03,Active,2025-09-28,18614.86,0.0,9.0,0.0,1.0,286428.01,107640.4,0.0,127.38,86009.61,Credit,1260.46,IMPS,Utilities,Successful
T300046,2025-07-26,C100185,L200906,36.0,Male,Ahmedabad,Gujarat,Business Owner,117900.0,Mass,665.0,6,2,0,405700.0,0.222,Home,1740455.96,120.0,8.13,Active,2025-07-23,21236.28,0.0,11.0,0.0,0.0,1588616.57,150087.4,0.0,116.83,26671.03,Debit,4885.16,IMPS,Shopping,Successful
T301769,2025-07-26,C100628,L200970,37.0,Male,New Delhi,Delhi,Salaried,79900.0,Mass,584.0,4,4,1,893300.0,0.631,Auto,191313.55,36.0,14.23,Active,2025-10-22,6560.04,17.0,7.0,1.0,1.0,161465.39,29503.76,694.04,306.8,21345.66,Debit,3901.72,UPI,Travel,Successful
T301799,2025-07-26,C100677,,45.0,Female,Warangal,Telangana,Contract,70500.0,Mass Affluent,677.0,8,2,0,523300.0,0.293,,,,,,,,,,,,,,,,,Debit,1776.49,IMPS,,Successful
T301425,2025-07-26,C100334,L200310,31.0,Female,Siliguri,West Bengal,Contract,86500.0,Affluent,690.0,6,5,1,363700.0,0.47,Business,793645.17,60.0,16.93,Closed,2026-03-10,19694.27,9.0,3.0,0.0,0.0,755241.35,37960.7,0.0,716.24,-22541.2,Credit,1320.04,Card,Utilities,Successful
T301795,2025-07-26,C100527,,25.0,Female,Mumbai,Maharashtra,Retired,26200.0,Mass,715.0,6,3,0,156500.0,0.066,,,,,,,,,,,,,,,,,Debit,3500.29,UPI,Healthcare,Successful
T301592,2025-07-26,C100026,L201161,21.0,Female,Ahmedabad,Gujarat,Salaried,29400.0,Mass,719.0,5,5,0,280900.0,0.204,Business,199587.0,60.0,16.0,Closed,2026-03-02,4853.57,5.0,4.0,0.0,0.0,186967.72,12473.67,0.0,581.08,-2674.16,Debit,2829.98,Card,Utilities,Failed
T300278,2025-07-27,C100005,L200111,26.0,Male,Madurai,Tamil Nadu,Salaried,49400.0,Mass,708.0,4,3,0,188200.0,0.278,Personal,108116.13,18.0,14.2,Active,2026-04-17,6704.17,4.0,2.0,0.0,0.0,99400.71,8614.85,0.0,805.07,434.7,Credit,1920.88,UPI,Healthcare,Successful
T300493,2025-07-27,C100059,L202013,21.0,Female,New Delhi,Delhi,Salaried,102900.0,Mass,678.0,4,2,0,955400.0,0.144,Personal,271788.52,36.0,16.59,Active,2026-04-10,9634.63,5.0,2.0,0.0,0.0,259263.5,12380.51,0.0,914.96,-7121.13,Debit,12362.14,Net Banking,Healthcare,Successful
T300465,2025-07-27,C100256,L202038,29.0,Female,Kolkata,West Bengal,Business Owner,65600.0,Mass Affluent,696.0,9,4,0,542700.0,0.223,Auto,262398.51,36.0,12.44,Delinquent,2026-01-20,8770.63,7.0,5.0,0.0,0.0,233893.96,28175.66,0.0,561.97,13986.98,Credit,2946.67,Net Banking,Restaurants,Successful
T301927,2025-07-27,C100151,L201771,,Male,Bengaluru,Karnataka,Business Owner,147300.0,Mass Affluent,754.0,2,2,0,1673600.0,0.427,Auto,1348791.51,48.0,9.4,Closed,2025-11-15,33821.5,3.0,7.0,0.0,0.0,1194903.69,152112.19,0.0,931.08,57725.6,Credit,3095.04,UPI,Education,Successful
T301004,2025-07-27,C100621,L200485,48.0,Male,Pune,Maharashtra,Business Owner,94400.0,Mass Affluent,705.0,4,1,0,1175900.0,0.124,Home,769061.42,240.0,7.68,Active,2025-07-29,6280.43,,10.0,1.0,1.0,728238.65,40351.74,301.05,80.5,-17773.96,Debit,2098.24,IMPS,Healthcare,Successful
T300508,2025-07-27,C100205,L200611,42.0,Male,Chennai,Tamil Nadu,Salaried,55600.0,Mass Affluent,667.0,4,3,0,189600.0,0.444,Business,712520.65,36.0,16.54,Closed,2026-01-01,25240.48,15.0,5.0,1.0,1.0,630489.08,81085.05,329.75,934.52,30865.52,Debit,825.81,NEFT,Utilities,Successful
